,Convoy Number,Number of Ships,Number of Escort Ships,Number of Stragglers,Number of Ships Sunk,Number of Escorts Sunk,Number of Stragglers Sunk,Total Tons of Convoy,Total Tons of Ships Sunk,Depart_Date,Arrival/Dispersal Date,Overall Sink Percentage,Escort Sink Percentage,Straggler Sink Percentage
80,SC.81,89.0,19.0,0.0,0.0,0.0,0.0,342036.0,0.0,1942-04-23,1942-05-09,0.0,0.0,0.0
714,HX.187,37.0,11.0,0.0,0.0,0.0,0.0,174203.0,0.0,1942-04-26,1942-05-08,0.0,0.0,0.0
81,SC.82,43.0,11.0,0.0,0.0,0.0,0.0,142056.0,0.0,1942-04-30,1942-05-16,0.0,0.0,0.0
715,HX.188,39.0,11.0,0.0,0.0,0.0,0.0,190422.0,0.0,1942-05-03,1942-05-15,0.0,0.0,0.0
82,SC.83,75.0,12.0,1.0,0.0,0.0,0.0,312371.0,0.0,1942-05-07,1942-05-23,0.0,0.0,0.0
716,HX.189,34.0,13.0,0.0,0.0,0.0,0.0,130773.0,0.0,1942-05-10,1942-05-20,0.0,0.0,0.0
83,SC.84,62.0,16.0,0.0,0.0,0.0,0.0,194826.0,0.0,1942-05-14,1942-05-29,0.0,0.0,0.0
717,HX.190,29.0,11.0,0.0,0.0,0.0,0.0,121128.0,0.0,1942-05-17,1942-05-28,0.0,0.0,0.0
718,HX.191,39.0,11.0,1.0,0.0,0.0,0.0,143466.0,0.0,1942-05-24,1942-06-06,0.0,0.0,0.0
84,SC.85,79.0,17.0,0.0,0.0,0.0,0.0,218178.0,0.0,1942-05-29,1942-06-12,0.0,0.0,0.0
719,HX.192,39.0,11.0,1.0,0.0,0.0,0.0,147709.0,0.0,1942-05-31,1942-06-11,0.0,0.0,0.0
85,SC.86,50.0,13.0,0.0,0.0,0.0,0.0,131142.0,0.0,1942-06-05,1942-06-20,0.0,0.0,0.0
720,HX.193,50.0,13.0,1.0,0.0,0.0,0.0,228225.0,0.0,1942-06-07,1942-06-19,0.0,0.0,0.0
86,SC.87,56.0,14.0,0.0,0.0,0.0,0.0,161151.0,0.0,1942-06-12,1942-06-27,0.0,0.0,0.0
721,HX.194,47.0,11.0,0.0,0.0,0.0,0.0,229805.0,0.0,1942-06-14,1942-06-26,0.0,0.0,0.0
87,SC.88,52.0,14.0,0.0,0.0,0.0,0.0,160273.0,0.0,1942-06-19,1942-07-04,0.0,0.0,0.0
722,HX.195,44.0,14.0,0.0,0.0,0.0,0.0,214028.0,0.0,1942-06-21,1942-07-02,0.0,0.0,0.0
88,SC.89,66.0,14.0,0.0,0.0,0.0,0.0,217626.0,0.0,1942-06-26,1942-07-11,0.0,0.0,0.0
723,HX.196,59.0,11.0,0.0,0.0,0.0,0.0,309972.0,0.0,1942-06-29,1942-07-10,0.0,0.0,0.0
89,SC.90,46.0,12.0,0.0,0.0,0.0,0.0,139509.0,0.0,1942-07-03,1942-07-16,0.0,0.0,0.0
724,HX.197,41.0,12.0,1.0,0.0,0.0,0.0,185211.0,0.0,1942-07-06,1942-07-17,0.0,0.0,0.0
90,SC.91,52.0,15.0,0.0,0.0,0.0,0.0,150695.0,0.0,1942-07-10,1942-07-24,0.0,0.0,0.0
725,HX.198,44.0,15.0,1.0,0.0,0.0,0.0,200134.0,0.0,1942-07-12,1942-07-23,0.0,0.0,0.0
91,SC.92,55.0,11.0,0.0,0.0,0.0,0.0,223376.0,0.0,1942-07-17,1942-07-31,0.0,0.0,0.0
726,HX.199,43.0,12.0,0.0,0.0,0.0,0.0,200814.0,0.0,1942-07-19,1942-07-30,0.0,0.0,0.0
92,SC.93,58.0,13.0,0.0,0.0,0.0,0.0,164575.0,0.0,1942-07-24,1942-08-07,0.0,0.0,0.0
727,HX.200,47.0,11.0,0.0,0.0,0.0,0.0,225636.0,0.0,1942-07-27,1942-08-07,0.0,0.0,0.0
93,SC.94,51.0,16.0,0.0,11.0,0.0,0.0,148785.0,53421.0,1942-07-31,1942-08-13,21.568627450980400,0.0,0.0
728,HX.201,49.0,16.0,1.0,0.0,0.0,0.0,207402.0,0.0,1942-08-02,1942-08-14,0.0,0.0,0.0
94,SC.95,60.0,19.0,1.0,2.0,0.0,1.0,160442.0,8245.0,1942-08-04,1942-08-19,3.3333333333333300,0.0,100.0
729,HX.202,62.0,18.0,0.0,0.0,0.0,0.0,284494.0,0.0,1942-08-09,1942-08-21,0.0,0.0,0.0
95,SC.96,43.0,14.0,0.0,0.0,0.0,0.0,122306.0,0.0,1942-08-11,1942-08-27,0.0,0.0,0.0
730,HX.203,50.0,11.0,0.0,0.0,0.0,0.0,268780.0,0.0,1942-08-16,1942-08-28,0.0,0.0,0.0
96,SC.97,80.0,16.0,1.0,2.0,0.0,0.0,296113.0,10288.0,1942-08-22,1942-09-07,2.5,0.0,0.0
731,HX.204,60.0,11.0,0.0,0.0,0.0,0.0,324143.0,0.0,1942-08-23,1942-09-04,0.0,0.0,0.0
97,SC.98,81.0,12.0,2.0,0.0,0.0,0.0,317620.0,0.0,1942-08-29,1942-09-13,0.0,0.0,0.0
732,HX.205,73.0,14.0,0.0,0.0,0.0,0.0,411634.0,0.0,1942-08-30,1942-09-11,0.0,0.0,0.0
98,SC.99,76.0,17.0,0.0,0.0,0.0,0.0,291786.0,0.0,1942-09-05,1942-09-20,0.0,0.0,0.0
733,HX.206,62.0,15.0,0.0,0.0,0.0,0.0,336960.0,0.0,1942-09-06,1942-09-18,0.0,0.0,0.0
99,SC.100,47.0,21.0,3.0,5.0,0.0,3.0,128892.0,26426.0,1942-09-12,1942-09-28,10.638297872340400,0.0,100.0
734,HX.207,53.0,15.0,0.0,0.0,0.0,0.0,297753.0,0.0,1942-09-13,1942-09-25,0.0,0.0,0.0
735,HX.208,76.0,18.0,0.0,0.0,0.0,0.0,385086.0,0.0,1942-09-17,1942-10-02,0.0,0.0,0.0
101,SC.102,56.0,16.0,0.0,0.0,0.0,0.0,184315.0,0.0,1942-09-19,1942-10-06,0.0,0.0,0.0
100,SC.101,49.0,17.0,1.0,1.0,0.0,1.0,142788.0,2254.0,1942-09-19,1942-10-05,2.0408163265306100,0.0,100.0
736,HX.209,54.0,14.0,1.0,1.0,0.0,0.0,283281.0,11651.0,1942-09-24,1942-10-09,1.8518518518518500,0.0,0.0
102,SC.103,86.0,26.0,1.0,1.0,0.0,1.0,276696.0,6098.0,1942-09-26,1942-10-14,1.1627906976744200,0.0,100.0
737,HX.210,58.0,16.0,0.0,0.0,0.0,0.0,288232.0,0.0,1942-10-01,1942-10-16,0.0,0.0,0.0
103,SC.104,75.0,18.0,0.0,8.0,0.0,0.0,254868.0,43970.0,1942-10-03,1942-10-21,10.666666666666700,0.0,0.0
738,HX.211,54.0,14.0,0.0,0.0,0.0,0.0,269143.0,0.0,1942-10-08,1942-10-24,0.0,0.0,0.0
104,SC.105,81.0,19.0,1.0,0.0,0.0,0.0,261510.0,0.0,1942-10-11,1942-10-31,0.0,0.0,0.0
105,SC.106,51.0,19.0,0.0,0.0,0.0,0.0,161328.0,0.0,1942-10-16,1942-11-05,0.0,0.0,0.0
739,HX.212,73.0,19.0,2.0,6.0,0.0,2.0,364442.0,51997.0,1942-10-18,1942-11-02,8.21917808219178,0.0,100.0
106,SC.107,67.0,22.0,0.0,15.0,0.0,0.0,218144.0,82820.0,1942-10-24,1942-11-10,22.388059701492500,0.0,0.0
740,HX.213,59.0,14.0,0.0,0.0,0.0,0.0,332140.0,0.0,1942-10-26,1942-11-10,0.0,0.0,0.0
107,SC.108,70.0,24.0,0.0,0.0,0.0,0.0,225224.0,0.0,1942-11-01,1942-11-19,0.0,0.0,0.0
741,HX.214,50.0,17.0,0.0,0.0,0.0,0.0,219022.0,0.0,1942-11-03,1942-11-18,0.0,0.0,0.0
108,SC.109,69.0,21.0,0.0,1.0,0.0,0.0,216296.0,9132.0,1942-11-09,1942-11-30,1.4492753623188400,0.0,0.0
742,HX.215,55.0,13.0,0.0,0.0,0.0,0.0,299224.0,0.0,1942-11-11,1942-11-25,0.0,0.0,0.0
109,SC.110,64.0,20.0,0.0,1.0,0.0,0.0,208921.0,5170.0,1942-11-17,1942-12-06,1.5625,0.0,0.0
743,HX.216,71.0,17.0,2.0,1.0,0.0,1.0,394564.0,7178.0,1942-11-19,1942-12-06,1.4084507042253500,0.0,50.0
110,SC.111,64.0,19.0,0.0,0.0,0.0,0.0,218974.0,0.0,1942-11-25,1942-12-17,0.0,0.0,0.0
744,HX.217,57.0,18.0,1.0,3.0,0.0,1.0,292620.0,20229.0,1942-11-27,1942-12-14,5.263157894736840,0.0,100.0
111,SC.112,88.0,25.0,0.0,0.0,0.0,0.0,310284.0,0.0,1942-12-04,1942-12-25,0.0,0.0,0.0
745,HX.218,78.0,20.0,0.0,0.0,0.0,0.0,437840.0,0.0,1942-12-05,1942-12-21,0.0,0.0,0.0
112,SC.113,76.0,14.0,0.0,0.0,0.0,0.0,317787.0,0.0,1942-12-12,1943-01-02,0.0,0.0,0.0
746,HX.219,73.0,15.0,3.0,0.0,0.0,0.0,388688.0,0.0,1942-12-13,1942-12-29,0.0,0.0,0.0
113,SC.114,53.0,18.0,0.0,0.0,0.0,0.0,190381.0,0.0,1942-12-19,1943-01-07,0.0,0.0,0.0
747,HX.220,56.0,17.0,0.0,0.0,0.0,0.0,263101.0,0.0,1942-12-21,1943-01-09,0.0,0.0,0.0
114,SC.115,50.0,16.0,1.0,1.0,0.0,1.0,182316.0,7174.0,1942-12-27,1943-01-15,2.0,0.0,100.0
748,HX.221,59.0,16.0,0.0,0.0,0.0,0.0,284345.0,0.0,1942-12-29,1943-01-14,0.0,0.0,0.0
115,SC.116,84.0,22.0,0.0,0.0,0.0,0.0,322273.0,0.0,1943-01-04,1943-01-29,0.0,0.0,0.0
749,HX.222,54.0,19.0,0.0,1.0,0.0,0.0,242284.0,14547.0,1943-01-06,1943-01-22,1.8518518518518500,0.0,0.0
116,SC.117,65.0,20.0,2.0,2.0,0.0,2.0,238583.0,8668.0,1943-01-12,1943-02-03,3.076923076923080,0.0,100.0
750,HX.223,77.0,20.0,0.0,2.0,0.0,0.0,437169.0,16480.0,1943-01-14,1943-02-02,2.5974025974026000,0.0,0.0
751,HX.224,82.0,18.0,1.0,3.0,0.0,0.0,429790.0,24823.0,1943-01-22,1943-02-05,3.6585365853658500,0.0,0.0
117,SC.118,86.0,25.0,0.0,11.0,0.0,0.0,324736.0,59765.0,1943-01-24,1943-02-12,12.790697674418600,0.0,0.0
752,HX.225,57.0,17.0,0.0,0.0,0.0,0.0,302669.0,0.0,1943-01-30,1943-02-13,0.0,0.0,0.0
118,SC.119,82.0,22.0,0.0,0.0,0.0,0.0,288490.0,0.0,1943-02-03,1943-02-22,0.0,0.0,0.0
753,HX.226,67.0,18.0,0.0,0.0,0.0,0.0,358689.0,0.0,1943-02-08,1943-02-24,0.0,0.0,0.0
119,SC.120,87.0,22.0,0.0,0.0,0.0,0.0,341335.0,0.0,1943-02-13,1943-03-05,0.0,0.0,0.0
754,HX.227,89.0,18.0,2.0,2.0,0.0,2.0,542153.0,14352.0,1943-02-18,1943-03-06,2.247191011235960,0.0,100.0
120,SC.121,92.0,23.0,5.0,12.0,0.0,5.0,355212.0,55661.0,1943-02-23,1943-03-14,13.043478260869600,0.0,100.0
755,HX.228,108.0,21.0,1.0,5.0,1.0,0.0,564786.0,25515.0,1943-02-28,1943-03-15,4.62962962962963,4.761904761904760,0.0
121,SC.122,83.0,18.0,1.0,9.0,0.0,1.0,300323.0,53094.0,1943-03-05,1943-03-24,10.843373493975900,0.0,100.0
756,HX.229,57.0,17.0,0.0,13.0,0.0,0.0,281561.0,93502.0,1943-03-08,1943-03-23,22.807017543859600,0.0,0.0
757,HX.229A,62.0,16.0,0.0,0.0,0.0,0.0,335477.0,0.0,1943-03-09,1943-03-26,0.0,0.0,0.0
122,SC.123,77.0,27.0,0.0,0.0,0.0,0.0,247887.0,0.0,1943-03-14,1943-04-03,0.0,0.0,0.0
758,HX.230,67.0,21.0,1.0,1.0,0.0,1.0,332344.0,7176.0,1943-03-18,1943-04-02,1.4925373134328400,0.0,100.0
123,SC.124,54.0,16.0,0.0,0.0,0.0,0.0,206976.0,0.0,1943-03-20,1943-04-09,0.0,0.0,0.0
759,HX.231,86.0,19.0,0.0,6.0,1.0,0.0,490311.0,41494.0,1943-03-25,1943-04-10,6.976744186046510,5.263157894736840,0.0
124,SC.125,55.0,15.0,0.0,0.0,0.0,0.0,193400.0,0.0,1943-03-31,1943-04-15,0.0,0.0,0.0
760,HX.232,68.0,17.0,1.0,4.0,0.0,1.0,350646.0,24221.0,1943-04-01,1943-04-16,5.88235294117647,0.0,100.0
761,HX.233,79.0,21.0,0.0,1.0,0.0,0.0,407134.0,7134.0,1943-04-06,1943-04-21,1.2658227848101300,0.0,0.0
125,SC.126,55.0,15.0,0.0,0.0,0.0,0.0,213345.0,0.0,1943-04-08,1943-04-23,0.0,0.0,0.0
762,HX.234,67.0,21.0,1.0,2.0,0.0,1.0,344893.0,17394.0,1943-04-12,1943-04-29,2.9850746268656700,0.0,100.0
126,SC.127,82.0,26.0,0.0,0.0,0.0,0.0,281116.0,0.0,1943-04-16,1943-05-03,0.0,0.0,0.0
763,HX.235,59.0,19.0,0.0,0.0,0.0,0.0,295384.0,0.0,1943-04-18,1943-05-05,0.0,0.0,0.0
764,HX.236,66.0,21.0,0.0,0.0,0.0,0.0,345666.0,0.0,1943-04-24,1943-05-09,0.0,0.0,0.0
127,SC.128,45.0,13.0,0.0,0.0,0.0,0.0,174021.0,0.0,1943-04-25,1943-05-13,0.0,0.0,0.0
765,HX.237,66.0,19.0,3.0,3.0,0.0,3.0,351060.0,21389.0,1943-05-01,1943-05-17,4.545454545454550,0.0,100.0
128,SC.129,45.0,20.0,0.0,2.0,0.0,0.0,124126.0,7627.0,1943-05-02,1943-05-21,4.444444444444450,0.0,0.0
766,HX.238,64.0,20.0,0.0,0.0,0.0,0.0,326332.0,0.0,1943-05-07,1943-05-22,0.0,0.0,0.0
129,SC.130,57.0,20.0,0.0,0.0,0.0,0.0,208361.0,0.0,1943-05-11,1943-05-26,0.0,0.0,0.0
767,HX.239,65.0,24.0,0.0,0.0,0.0,0.0,326953.0,0.0,1943-05-13,1943-05-28,0.0,0.0,0.0
130,SC.131,54.0,26.0,0.0,0.0,0.0,0.0,143379.0,0.0,1943-05-18,1943-05-31,0.0,0.0,0.0
768,HX.240,80.0,26.0,0.0,0.0,0.0,0.0,410955.0,0.0,1943-05-19,1943-06-04,0.0,0.0,0.0
769,HX.241,67.0,23.0,0.0,0.0,0.0,0.0,345528.0,0.0,1943-05-25,1943-06-10,0.0,0.0,0.0
131,SC.132,68.0,22.0,0.0,0.0,0.0,0.0,248804.0,0.0,1943-05-26,1943-06-11,0.0,0.0,0.0
770,HX.242,93.0,29.0,0.0,0.0,0.0,0.0,495818.0,0.0,1943-05-31,1943-06-15,0.0,0.0,0.0
132,SC.133,72.0,21.0,0.0,0.0,0.0,0.0,271883.0,0.0,1943-06-05,1943-06-19,0.0,0.0,0.0
771,HX.243,99.0,22.0,0.0,0.0,0.0,0.0,516750.0,0.0,1943-06-07,1943-06-21,0.0,0.0,0.0
772,HX.244,113.0,24.0,0.0,0.0,0.0,0.0,637031.0,0.0,1943-06-15,1943-06-30,0.0,0.0,0.0
133,SC.134,93.0,18.0,0.0,0.0,0.0,0.0,403022.0,0.0,1943-06-16,1943-07-01,0.0,0.0,0.0
773,HX.245,109.0,22.0,0.0,0.0,0.0,0.0,657102.0,0.0,1943-06-23,1943-07-07,0.0,0.0,0.0
134,SC.135,92.0,22.0,0.0,0.0,0.0,0.0,362989.0,0.0,1943-06-27,1943-07-11,0.0,0.0,0.0
774,HX.246,83.0,19.0,0.0,0.0,0.0,0.0,490482.0,0.0,1943-06-30,1943-07-14,0.0,0.0,0.0
775,HX.247,98.0,25.0,0.0,0.0,0.0,0.0,542823.0,0.0,1943-07-08,1943-07-22,0.0,0.0,0.0
135,SC.136,62.0,19.0,0.0,0.0,0.0,0.0,243053.0,0.0,1943-07-08,1943-07-23,0.0,0.0,0.0
776,HX.248,106.0,19.0,0.0,0.0,0.0,0.0,642520.0,0.0,1943-07-15,1943-07-29,0.0,0.0,0.0
136,SC.137,57.0,15.0,1.0,0.0,0.0,0.0,212597.0,0.0,1943-07-19,1943-08-03,0.0,0.0,0.0
777,HX.249,87.0,20.0,0.0,0.0,0.0,0.0,476147.0,0.0,1943-07-23,1943-08-06,0.0,0.0,0.0
778,HX.250,99.0,25.0,0.0,0.0,0.0,0.0,548891.0,0.0,1943-07-30,1943-08-12,0.0,0.0,0.0
137,SC.138,63.0,15.0,0.0,0.0,0.0,0.0,250445.0,0.0,1943-07-30,1943-08-12,0.0,0.0,0.0
779,HX.251,108.0,23.0,0.0,0.0,0.0,0.0,656205.0,0.0,1943-08-07,1943-08-23,0.0,0.0,0.0
138,SC.139,74.0,20.0,0.0,0.0,0.0,0.0,347166.0,0.0,1943-08-09,1943-08-24,0.0,0.0,0.0
780,HX.252,74.0,19.0,0.0,0.0,0.0,0.0,410031.0,0.0,1943-08-14,1943-08-28,0.0,0.0,0.0
781,HX.253,74.0,18.0,0.0,0.0,0.0,0.0,411206.0,0.0,1943-08-20,1943-09-04,0.0,0.0,0.0
139,SC.140,90.0,16.0,0.0,0.0,0.0,0.0,368085.0,0.0,1943-08-21,1943-09-05,0.0,0.0,0.0
782,HX.254,101.0,21.0,0.0,0.0,0.0,0.0,613956.0,0.0,1943-08-27,1943-09-12,0.0,0.0,0.0
783,HX.255,75.0,19.0,0.0,0.0,0.0,0.0,393396.0,0.0,1943-09-02,1943-09-16,0.0,0.0,0.0
140,SC.141,94.0,23.0,0.0,0.0,0.0,0.0,406296.0,0.0,1943-09-03,1943-09-17,0.0,0.0,0.0
784,HX.256,82.0,21.0,0.0,0.0,0.0,0.0,464180.0,0.0,1943-09-09,1943-09-21,0.0,0.0,0.0
141,SC.142,70.0,19.0,0.0,0.0,0.0,0.0,224823.0,0.0,1943-09-15,1943-09-29,0.0,0.0,0.0
785,HX.257,101.0,23.0,0.0,0.0,0.0,0.0,584151.0,0.0,1943-09-16,1943-09-30,0.0,0.0,0.0
786,HX.258,90.0,27.0,0.0,0.0,0.0,0.0,450887.0,0.0,1943-09-22,1943-10-06,0.0,0.0,0.0
142,SC.143,60.0,25.0,0.0,2.0,1.0,0.0,212260.0,7532.0,1943-09-28,1943-10-12,3.3333333333333300,4.0,0.0
787,HX.259,64.0,17.0,0.0,0.0,0.0,0.0,364581.0,0.0,1943-09-28,1943-10-13,0.0,0.0,0.0
788,HX.260,84.0,25.0,0.0,0.0,0.0,0.0,424964.0,0.0,1943-10-05,1943-10-20,0.0,0.0,0.0
789,HX.261,88.0,21.0,0.0,0.0,0.0,0.0,456357.0,0.0,1943-10-11,1943-10-26,0.0,0.0,0.0
143,SC.144,53.0,17.0,0.0,0.0,0.0,0.0,190372.0,0.0,1943-10-11,1943-10-27,0.0,0.0,0.0
790,HX.262,86.0,23.0,0.0,0.0,0.0,0.0,456576.0,0.0,1943-10-18,1943-11-02,0.0,0.0,0.0
791,HX.263,72.0,26.0,0.0,0.0,0.0,0.0,334813.0,0.0,1943-10-24,1943-11-08,0.0,0.0,0.0
144,SC.145,50.0,24.0,0.0,0.0,0.0,0.0,179081.0,0.0,1943-10-24,1943-11-07,0.0,0.0,0.0
792,HX.264,91.0,29.0,0.0,0.0,0.0,0.0,484069.0,0.0,1943-10-31,1943-11-17,0.0,0.0,0.0
145,SC.146,64.0,31.0,0.0,0.0,0.0,0.0,180045.0,0.0,1943-11-06,1943-11-22,0.0,0.0,0.0
793,HX.265,86.0,35.0,0.0,0.0,0.0,0.0,367056.0,0.0,1943-11-06,1943-11-21,0.0,0.0,0.0
794,HX.266,95.0,21.0,0.0,0.0,0.0,0.0,563802.0,0.0,1943-11-13,1943-11-27,0.0,0.0,0.0
795,HX.267,80.0,21.0,0.0,0.0,0.0,0.0,440810.0,0.0,1943-11-19,1943-12-03,0.0,0.0,0.0
146,SC.147,70.0,20.0,0.0,0.0,0.0,0.0,254124.0,0.0,1943-11-19,1943-12-04,0.0,0.0,0.0
796,HX.268,74.0,21.0,0.0,0.0,0.0,0.0,369309.0,0.0,1943-11-26,1943-12-11,0.0,0.0,0.0
797,HX.269,71.0,25.0,1.0,0.0,0.0,0.0,304644.0,0.0,1943-12-02,1943-12-16,0.0,0.0,0.0
147,SC.148,66.0,29.0,0.0,0.0,0.0,0.0,231661.0,0.0,1943-12-02,1943-12-16,0.0,0.0,0.0
798,HX.270,88.0,19.0,0.0,0.0,0.0,0.0,490617.0,0.0,1943-12-10,1943-12-26,0.0,0.0,0.0
799,HX.271,74.0,23.0,0.0,0.0,0.0,0.0,373528.0,0.0,1943-12-15,1943-12-29,0.0,0.0,0.0
148,SC.149,47.0,14.0,0.0,0.0,0.0,0.0,174680.0,0.0,1943-12-15,1943-12-30,0.0,0.0,0.0
800,HX.272,93.0,18.0,1.0,0.0,0.0,0.0,551899.0,0.0,1943-12-22,1944-01-06,0.0,0.0,0.0
801,HX.273,69.0,19.0,0.0,0.0,0.0,0.0,351333.0,0.0,1943-12-29,1944-01-14,0.0,0.0,0.0
149,SC.150,38.0,19.0,0.0,0.0,0.0,0.0,112318.0,0.0,1943-12-30,1944-01-14,0.0,0.0,0.0
802,HX.274,75.0,34.0,0.0,0.0,0.0,0.0,298644.0,0.0,1944-01-06,1944-01-21,0.0,0.0,0.0
803,HX.275,87.0,22.0,0.0,0.0,0.0,0.0,480164.0,0.0,1944-01-13,1944-01-28,0.0,0.0,0.0
150,SC.151,51.0,22.0,0.0,0.0,0.0,0.0,150770.0,0.0,1944-01-14,1944-01-31,0.0,0.0,0.0
804,HX.276,100.0,24.0,0.0,0.0,0.0,0.0,558524.0,0.0,1944-01-22,1944-02-07,0.0,0.0,0.0
805,HX.277,96.0,29.0,0.0,0.0,0.0,0.0,501898.0,0.0,1944-01-28,1944-02-13,0.0,0.0,0.0
151,SC.152,45.0,17.0,0.0,0.0,0.0,0.0,159557.0,0.0,1944-01-29,1944-02-15,0.0,0.0,0.0
806,HX.278,96.0,34.0,0.0,0.0,0.0,0.0,467130.0,0.0,1944-02-05,1944-02-20,0.0,0.0,0.0
807,HX.279,84.0,31.0,0.0,0.0,0.0,0.0,392815.0,0.0,1944-02-13,1944-02-29,0.0,0.0,0.0
152,SC.153,50.0,20.0,0.0,0.0,0.0,0.0,115921.0,0.0,1944-02-13,1944-03-02,0.0,0.0,0.0
808,HX.280,87.0,23.0,0.0,0.0,0.0,0.0,455859.0,0.0,1944-02-20,1944-03-09,0.0,0.0,0.0
809,HX.281,86.0,24.0,0.0,0.0,0.0,0.0,437968.0,0.0,1944-02-27,1944-03-15,0.0,0.0,0.0
153,SC.154,62.0,21.0,0.0,0.0,0.0,0.0,191716.0,0.0,1944-02-28,1944-03-15,0.0,0.0,0.0
810,HX.282,119.0,20.0,0.0,0.0,0.0,0.0,700869.0,0.0,1944-03-06,1944-03-22,0.0,0.0,0.0
811,HX.283,92.0,26.0,0.0,0.0,0.0,0.0,503233.0,0.0,1944-03-13,1944-03-29,0.0,0.0,0.0
154,SC.155,90.0,21.0,0.0,0.0,0.0,0.0,272484.0,0.0,1944-03-14,1944-03-29,0.0,0.0,0.0
812,HX.284,101.0,24.0,0.0,0.0,0.0,0.0,581205.0,0.0,1944-03-21,1944-04-06,0.0,0.0,0.0
813,HX.285,71.0,22.0,0.0,0.0,0.0,0.0,412762.0,0.0,1944-03-28,1944-04-12,0.0,0.0,0.0
155,SC.156,71.0,14.0,0.0,2.0,0.0,0.0,245904.0,9777.0,1944-03-29,1944-04-13,2.8169014084507000,0.0,0.0
814,HX.286,106.0,21.0,0.0,0.0,0.0,0.0,620902.0,0.0,1944-04-05,1944-04-20,0.0,0.0,0.0
815,HX.287,89.0,17.0,0.0,0.0,0.0,0.0,528868.0,0.0,1944-04-12,1944-04-26,0.0,0.0,0.0
156,SC.157,78.0,16.0,1.0,1.0,0.0,1.0,261438.0,6255.0,1944-04-17,1944-05-01,1.282051282051280,0.0,100.0
816,HX.288,123.0,24.0,0.0,0.0,0.0,0.0,617682.0,0.0,1944-04-18,1944-05-04,0.0,0.0,0.0
817,HX.289,148.0,22.0,0.0,0.0,0.0,0.0,912351.0,0.0,1944-04-27,1944-05-13,0.0,0.0,0.0
818,HX.290,108.0,16.0,0.0,0.0,0.0,0.0,679454.0,0.0,1944-05-05,1944-05-19,0.0,0.0,0.0
819,HX.291,115.0,18.0,0.0,0.0,0.0,0.0,612477.0,0.0,1944-05-10,1944-05-27,0.0,0.0,0.0
820,HX.292,159.0,27.0,0.0,0.0,0.0,0.0,922361.0,0.0,1944-05-19,1944-06-02,0.0,0.0,0.0
821,HX.293,120.0,22.0,0.0,0.0,0.0,0.0,675037.0,0.0,1944-05-27,1944-06-09,0.0,0.0,0.0
822,HX.294,136.0,26.0,0.0,0.0,0.0,0.0,721476.0,0.0,1944-06-02,1944-06-19,0.0,0.0,0.0
823,HX.295,99.0,23.0,0.0,0.0,0.0,0.0,562010.0,0.0,1944-06-10,1944-06-24,0.0,0.0,0.0
824,HX.296,114.0,22.0,0.0,0.0,0.0,0.0,663373.0,0.0,1944-06-19,1944-07-03,0.0,0.0,0.0
825,HX.297,141.0,27.0,0.0,0.0,0.0,0.0,717210.0,0.0,1944-06-24,1944-07-11,0.0,0.0,0.0
826,HX.298,136.0,22.0,0.0,0.0,0.0,0.0,787943.0,0.0,1944-07-03,1944-07-18,0.0,0.0,0.0
827,HX.299,111.0,25.0,0.0,0.0,0.0,0.0,646331.0,0.0,1944-07-11,1944-07-24,0.0,0.0,0.0
828,HX.300,191.0,32.0,0.0,0.0,0.0,0.0,1054593.0,0.0,1944-07-17,1944-08-03,0.0,0.0,0.0
829,HX.301,153.0,33.0,0.0,0.0,0.0,0.0,839646.0,0.0,1944-07-25,1944-08-08,0.0,0.0,0.0
830,HX.302,122.0,27.0,0.0,0.0,0.0,0.0,698004.0,0.0,1944-08-04,1944-08-17,0.0,0.0,0.0
831,HX.303,127.0,28.0,0.0,0.0,0.0,0.0,656213.0,0.0,1944-08-11,1944-08-27,0.0,0.0,0.0
832,HX.304,114.0,27.0,0.0,0.0,0.0,0.0,624250.0,0.0,1944-08-17,1944-09-01,0.0,0.0,0.0
833,HX.305,124.0,27.0,0.0,2.0,0.0,0.0,712910.0,17048.0,1944-08-25,1944-09-10,1.6129032258064500,0.0,0.0
834,HX.306,142.0,27.0,0.0,0.0,0.0,0.0,766556.0,0.0,1944-08-31,1944-09-17,0.0,0.0,0.0
835,HX.307,99.0,29.0,0.0,0.0,0.0,0.0,512035.0,0.0,1944-09-06,1944-09-20,0.0,0.0,0.0
836,HX.308,85.0,24.0,0.0,0.0,0.0,0.0,451379.0,0.0,1944-09-13,1944-09-28,0.0,0.0,0.0
837,HX.309,93.0,19.0,0.0,0.0,0.0,0.0,445298.0,0.0,1944-09-16,1944-10-03,0.0,0.0,0.0
838,HX.310,82.0,23.0,0.0,0.0,0.0,0.0,410292.0,0.0,1944-09-21,1944-10-05,0.0,0.0,0.0
839,HX.311,85.0,25.0,0.0,0.0,0.0,0.0,460986.0,0.0,1944-09-28,1944-10-14,0.0,0.0,0.0
157,SC.158,87.0,15.0,0.0,0.0,0.0,0.0,408554.0,0.0,1944-10-04,1944-10-18,0.0,0.0,0.0
840,HX.312,101.0,25.0,0.0,0.0,0.0,0.0,569226.0,0.0,1944-10-05,1944-10-21,0.0,0.0,0.0
841,HX.313,63.0,20.0,0.0,0.0,0.0,0.0,316108.0,0.0,1944-10-10,1944-10-24,0.0,0.0,0.0
